"datasetID";"supportID";"rexaID";"author";"title";"venue";"year";"window";"mykey"
73;"0756CD080BDDC5EA0DAF92978CDE03882601FEF1";"47f4421e112679b98c4ccf604a351b54fbb7a000";"Huan Liu and Rudy Setiono";"Incremental Feature Selection";"Appl. Intell, 9";"1998";"19 35 683 307 376 Parity5+5 2 10 1024 100 100 Vote 2 16 435 300 135 <b>Mushroom</b> 2 22 8125 7125 1000 Led17 10 24 20,000 20,000 - Krvskp 2 36 3196 3196 - Parity Mix 2 20 2 20 10,000 - ffl Mushroom The dataset has a total of 8124 patterns, of which 1000 patterns are randomly selected for testing, the rest are used for training. The data has 22 discrete features. Each feature can have 2 to 10 values. ffl";49
90;"0756CD080BDDC5EA0DAF92978CDE03882601FEF1";"47f4421e112679b98c4ccf604a351b54fbb7a000";"Huan Liu and Rudy Setiono";"Incremental Feature Selection";"Appl. Intell, 9";"1998";"in two separate files containing 307 and 376 patterns respectively. It contains 35 features describing symptoms of 19 different diseases in <b>soybean</b> plant. ffl Vote This dataset includes votes from the U.S. House of Representatives Congress-persons on the 16 key votes identified by the Congressional Quarterly Almanac Volume XL. The dataset consists of 16 features, 300";50
91;"0756CD080BDDC5EA0DAF92978CDE03882601FEF1";"47f4421e112679b98c4ccf604a351b54fbb7a000";"Huan Liu and Rudy Setiono";"Incremental Feature Selection";"Appl. Intell, 9";"1998";"in two separate files containing 307 and 376 patterns respectively. It contains 35 features describing symptoms of 19 different diseases in <b>soybean</b> plant. ffl Vote This dataset includes votes from the U.S. House of Representatives Congress-persons on the 16 key votes identified by the Congressional Quarterly Almanac Volume XL. The dataset consists of 16 features, 300";51
2;"07753406174C42BAF1807BCBE36D602C3932B291";"59e7c62dd41ce2ed1741bafac723745eb7b80b65";"Josep Roure Alcobe";"Incremental Hill-Climbing Search Applied to Bayesian Network Structure Learning";"Escola Universitria Politcnica de Mataro";"";"by means of a parameter nRSS. 3.2 Experimental Results In this section we compare the performance of repeatedly using the batch algorithms against the corresponding incremental approach. We used the datasets <b>Adult</b> 48.842 instances and 13 variables), Mushroom (8.124 inst. and 23 var.) and Nursery (12.960 inst. and 9 var.) from the UCI machine learning repository [9], the Alarm dataset (20.000 inst. and";52
73;"07753406174C42BAF1807BCBE36D602C3932B291";"59e7c62dd41ce2ed1741bafac723745eb7b80b65";"Josep Roure Alcobe";"Incremental Hill-Climbing Search Applied to Bayesian Network Structure Learning";"Escola Universitria Politcnica de Mataro";"";"approaches save a significantly amount of CPU clock ticks while the quality of the final Bayesian networks is very close to the ones obtained with the batch approaches. See also that the <b>Mushroom</b> dataset is generally the most di±cult to learn incrementally in the sense that incremental algorithms obtain the lowest time gain. This may be due to the fact that there are many arcs that bring similar";53
46;"077841C4994E94913B0364A1A26CE41AC5FE7F7E";"d891d25459c4422e9cf2262272938d1ada438a9e";"Xiaoli Z. Fern and Carla Brodley";"Boosting Lazy Decision Trees";"ICML";"2003";"but behave less consistently. For three data sets, <b>Hepatitis</b>  Lympho and Monk2, bagging significantly degrades the performance of the base learner. This is possibly caused by the sub-sampling procedure used by bagging to generate different";54
7;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"with number of classes and examples, discrete and continuous attributes, baseline accuracy (%) and entropy in bits per example (Kononenko & Bratko, 1991). Dataset cl Inst disc cont bL E <b>audiology</b> 24 226 69 0 25.22 3.51 autos 7 205 10 16 32.68 2.29 balance-scale 3 625 0 4 45.76 1.32 breast-cancer 2 286 10 0 70.28 0.88 breast-w 2 699 0 9 65.52 0.93 colic 2 368";55
8;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"with number of classes and examples, discrete and continuous attributes, baseline accuracy (%) and entropy in bits per example (Kononenko & Bratko, 1991). Dataset cl Inst disc cont bL E <b>audiology</b> 24 226 69 0 25.22 3.51 autos 7 205 10 16 32.68 2.29 balance-scale 3 625 0 4 45.76 1.32 breast-cancer 2 286 10 0 70.28 0.88 breast-w 2 699 0 9 65.52 0.93 colic 2 368";56
12;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"the baseline accuracy is already 66.7%. Interestingly in this case the best model is from DecisionStump which learns a single J48 node, obtaining 88.9% accuracy, corresponding to a single error on dataset <b>balance</b> <b>scale</b>  It seems J48 is prone to overfitting on this meta dataset. The training set model is based on meanAbsSkew. All but two times, the following model appears: meanAbsSkew <= 0.31 : class";57
14;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"balance-scale Compressed glyph visualization for dataset <b>breast</b> <b>cancer</b> Compressed glyph visualization for dataset breast-w Compressed glyph visualization for dataset colic Compressed glyph visualization for dataset credit-a Compressed glyph visualization";58
151;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"segment Compressed glyph visualization for dataset <b>sonar</b> Compressed glyph visualization for dataset soybean Compressed glyph visualization for dataset vehicle Compressed glyph visualization for dataset vote Compressed glyph visualization for dataset";59
34;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"credit-g Compressed glyph visualization for dataset <b>diabetes</b> Compressed glyph visualization for dataset glass Compressed glyph visualization for dataset heart-c Compressed glyph visualization for dataset heart-h Compressed glyph visualization for";60
42;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"#10 Training set (8-9=CV, 7=75%, 6=62%,.. 1=25%) Hold-out accuracy Figure 6.2: Learning curves for dataset balance-scale to <b>glass</b>  56 0 1 2 3 4 5 6 7 8 9 0.65 0.7 0.75 0.8 0.85 0.9 Learncurve for Dataset #11 Training set (8-9=CV, 7=75%, 6=62%,.. 1=25%) Hold-out accuracy 0 1 2 3 4 5 6 7 8 9 0.65 0.7 0.75";61
45;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"#18 Training set (8-9=CV, 7=75%, 6=62%,.. 1=25%) Hold-out accuracy Figure 6.3: Learning curves for dataset <b>heart</b> c to lymph. 57 0 1 2 3 4 5 6 7 8 9 0.2 0.25 0.3 0.35 0.4 0.45 0.5 0.55 0.6 Learncurve for Dataset #19 Training set (8-9=CV, 7=75%, 6=62%,.. 1=25%) Hold-out accuracy 0 1 2 3 4 5 6 7 8 9 0.86";62
46;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"heart-statlog Compressed glyph visualization for dataset <b>hepatitis</b> Figure 8.6: Glyph visualization for datasets audiology to hepatitis. 79 Compressed glyph visualization for dataset ionosphere Compressed glyph visualization for dataset iris Compressed";63
47;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"breast-w Compressed glyph visualization for dataset <b>colic</b> Compressed glyph visualization for dataset credit-a Compressed glyph visualization for dataset credit-g Compressed glyph visualization for dataset diabetes Compressed glyph visualization for";64
52;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"audiology to hepatitis. 79 Compressed glyph visualization for dataset <b>ionosphere</b> Compressed glyph visualization for dataset iris Compressed glyph visualization for dataset labor Compressed glyph visualization for dataset lymph Compressed glyph visualization for";65
53;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"ionosphere Compressed glyph visualization for dataset <b>iris</b> Compressed glyph visualization for dataset labor Compressed glyph visualization for dataset lymph Compressed glyph visualization for dataset primary-tumor Compressed glyph visualization for";66
56;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"vote. When removing the base classifier dependent features, IBk is still the best classifier with an additional error on <b>labor</b>  the smallest dataset. In this case 12 All base learners plus 1R and DecisionStump 36 MLR, another high-bias and global learner, is equally good. So we may tentatively conclude that for this meta dataset, there seems to";67
83;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"#26 Training set (8-9=CV, 7=75%, 6=62%,.. 1=25%) Hold-out accuracy Figure 6.4: Learning curves for dataset <b>primary</b> <b>tumor</b> to zoo. 58 Chapter 7 Towards a Theoretical Framework In this chapter, we show that the ensemble learning scheme Stacking is universal in the sense that most ensemble learning schemes";68
90;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"instances. We rejected Principal Components Analysis after initial experiments because its linear projection on orthogonal axes is less general and the representation is noticeably worse for some datasets, e.g. <b>soybean</b>  We rejected self-organizing 1 We used the Sammon Mapping implementation from Vesanto, Himberg, Alhoniemi & Parhankangas (2000), which was written in MatLab script language. It worked";69
91;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"instances. We rejected Principal Components Analysis after initial experiments because its linear projection on orthogonal axes is less general and the representation is noticeably worse for some datasets, e.g. <b>soybean</b>  We rejected self-organizing 1 We used the Sammon Mapping implementation from Vesanto, Himberg, Alhoniemi & Parhankangas (2000), which was written in MatLab script language. It worked";70
145;"082772D035779B7ECB6C4D9187573C4E4108E4DB";"e2b2b723df700c90e69a31a4403b740c2d2a7b2f";"Alexander K. Seewald";"Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften";"";"";"<b>heart</b> h Compressed glyph visualization for dataset heart <b>statlog</b> Compressed glyph visualization for dataset hepatitis Figure 8.6: Glyph visualization for datasets audiology to hepatitis. 79 Compressed glyph visualization for dataset ionosphere";71
